20181211175744,329,229,128,0.0044,0.2593,1,124
20181211175747,890,200,91,0.0050,0.1660,4,148
20181211175748,166,216,109,0.0046,0.1145,4,133
20181211175748,777,213,100,0.0047,0.1757,2,123
20181211175757,483,206,96,0.0049,0.0887,3,126
20181211175757,942,200,91,0.0050,0.1044,5,134
20181211175758,108,200,92,0.0050,0.0686,5,131
20181211175759,629,207,98,0.0048,0.0798,5,142
20181211175807,760,210,112,0.0048,0.0634,5,120
20181211175808,938,221,124,0.0045,0.1600,3,111
20181211175812,734,215,118,0.0046,0.1581,3,152
20181211175820,072,204,102,0.0049,0.0639,4,122
20181211175822,745,222,130,0.0045,0.0793,5,149
20181211175826,599,201,90,0.0050,0.0609,4,119
20181211175830,670,206,95,0.0048,0.0647,2,128
20181211175830,786,216,104,0.0046,0.0592,1,114
20181211175833,966,214,109,0.0047,0.0876,5,162
20181211175839,904,214,97,0.0047,0.0858,5,144
20181211175842,681,206,91,0.0048,0.0608,5,129
20181211175848,778,238,125,0.0042,0.0552,3,130
20181211175850,689,213,93,0.0047,0.0597,4,131
20181211175852,799,227,110,0.0044,0.0611,4,115
20181211175852,855,209,93,0.0048,0.0561,3,143
20181211175854,646,229,119,0.0043,0.0507,1,131
20181211175854,762,202,87,0.0049,0.1860,5,131
20181211175855,278,198,87,0.0050,0.1302,9,118
20181211175903,501,212,122,0.0047,0.1816,15,122
20181211175909,321,206,101,0.0048,0.1659,9,126
20181211175918,798,202,104,0.0049,0.1178,10,146
20181211175920,066,200,108,0.0050,0.1261,13,135
20181211175920,719,197,92,0.0051,0.0996,9,151
20181211175923,788,193,94,0.0052,0.2734,12,115
20181211175929,366,194,100,0.0052,0.1487,13,137
20181211175930,979,196,118,0.0051,0.2765,19,148
20181211175936,230,177,93,0.0056,0.3492,22,149
20181211175937,791,205,115,0.0049,0.1971,8,113
20181211175938,133,195,110,0.0051,0.3696,13,120
20181211175940,913,185,99,0.0054,0.2809,19,135
20181211175941,994,191,101,0.0052,0.1939,13,132
20181211175944,543,207,121,0.0048,0.2047,9,142
20181211175946,178,188,97,0.0053,0.1098,10,155
20181211175951,828,171,88,0.0058,0.4611,23,147
20181211175957,487,194,103,0.0051,0.2248,9,149
20181211180005,487,202,109,0.0049,0.3556,6,137
20181211180005,775,202,106,0.0049,0.0637,4,145
20181211180012,961,209,118,0.0048,0.2289,5,118
20181211180013,405,196,94,0.0051,0.0711,7,128
20181211180017,987,203,102,0.0049,0.1633,9,126
20181211180020,058,182,88,0.0055,0.1271,9,132
20181211180021,691,204,113,0.0049,0.3645,8,152
20181211180022,324,208,113,0.0048,0.1753,9,146
20181211180025,277,209,122,0.0048,0.4112,13,130
20181211180029,342,195,94,0.0051,0.3075,10,118
20181211180032,951,192,96,0.0052,0.5143,13,144
20181211180033,410,192,97,0.0052,0.1760,12,145
20181211180039,566,192,93,0.0052,0.2569,16,142
20181211180045,508,192,93,0.0052,0.2858,16,125
20181211180048,842,188,97,0.0053,0.3941,19,140
20181211180053,374,191,104,0.0052,0.4367,13,123
20181211180054,364,187,102,0.0053,0.2601,18,141
20181211180056,561,197,114,0.0051,0.1809,16,129
20181211180106,889,177,102,0.0056,0.4315,20,133
20181211180106,909,179,93,0.0056,0.3469,20,148
20181211180107,177,185,109,0.0054,0.2769,24,112
20181211180107,349,187,111,0.0053,0.4462,20,122
20181211180108,266,188,116,0.0053,0.2868,20,127
20181211180110,494,181,99,0.0055,0.2509,14,144
20181211180123,328,189,100,0.0053,0.2387,18,117
20181211180123,894,172,91,0.0058,0.6016,21,113
20181211180125,817,177,94,0.0056,0.6235,21,125
20181211180133,368,173,93,0.0057,0.5301,27,128
20181211180137,897,185,102,0.0054,0.3043,22,158
20181211180138,110,211,120,0.0047,0.1699,15,109
20181211180139,433,201,108,0.0050,0.5347,9,112
20181211180139,801,173,91,0.0058,0.6562,27,106
20181211180141,152,201,107,0.0050,0.2875,9,133
20181211180147,059,204,128,0.0049,0.2705,21,138
20181211180149,579,201,118,0.0050,0.5487,14,119
20181211180150,281,190,117,0.0052,0.3441,23,114
20181211180152,720,191,109,0.0052,0.1931,16,150
20181211180155,199,190,103,0.0053,0.2399,19,118
20181211180155,374,197,110,0.0051,0.1723,12,134
20181211180204,804,190,120,0.0053,0.0889,10,122
20181211180210,535,185,107,0.0054,0.1040,7,116
20181211180215,527,160,99,0.0062,0.3284,44,122
20181211180222,789,171,111,0.0058,0.1996,36,107
20181211180225,058,154,96,0.0065,1.0509,46,124
20181211180228,046,163,102,0.0061,0.3324,40,127
20181211180228,327,160,98,0.0062,0.4242,42,92
20181211180230,532,171,100,0.0058,0.3595,31,109
20181211180232,467,179,110,0.0056,0.1926,37,112
20181211180232,574,165,94,0.0060,0.2244,37,114
20181211180238,536,171,102,0.0058,0.4255,33,145
20181211180239,572,167,100,0.0060,0.2213,46,140
20181211180246,896,163,91,0.0061,0.2311,48,125
20181211180253,120,157,86,0.0063,0.5466,39,125
20181211180254,289,159,84,0.0063,0.3400,36,136
20181211180302,781,169,86,0.0059,0.2621,29,131
20181211180305,314,212,117,0.0047,0.1207,5,103
20181211180309,323,195,92,0.0051,0.0912,11,121
20181211180312,434,171,80,0.0058,0.2381,27,117
20181211180313,325,218,122,0.0046,0.1485,6,122
20181211180314,967,207,106,0.0048,0.2567,6,128
20181211180318,803,206,98,0.0048,0.1009,6,103
20181211180320,495,205,100,0.0049,0.1399,7,104
20181211180322,139,194,87,0.0051,0.1541,10,120
20181211180322,942,224,115,0.0045,0.0937,4,126
20181211180324,156,217,109,0.0046,0.0919,5,108
20181211180328,374,206,89,0.0048,0.1132,5,128
20181211180339,979,218,94,0.0046,0.0573,3,108
20181211180347,207,234,119,0.0043,0.0628,2,112
20181211180349,743,214,88,0.0047,0.0668,3,102
20181211180354,211,232,122,0.0043,0.0741,2,84
20181211180354,569,199,82,0.0050,0.2282,6,154
20181211180357,371,204,91,0.0049,0.1410,8,137
20181211180403,199,206,92,0.0048,0.0560,2,114
20181211180403,472,209,103,0.0048,0.1158,6,111
20181211180407,025,214,113,0.0047,0.0557,2,114
20181211180408,463,210,104,0.0047,0.0653,5,154
20181211180410,420,198,96,0.0050,0.0959,10,128
20181211180410,456,208,107,0.0048,0.0832,7,107
20181211180411,660,183,84,0.0055,0.1148,14,78
20181211180418,183,193,89,0.0052,0.1182,6,139
20181211180424,375,192,89,0.0052,0.1598,10,116
20181211180428,798,217,120,0.0046,0.0636,9,163
20181211180431,371,196,97,0.0051,0.1480,8,118
20181211180433,899,223,126,0.0045,0.1208,12,146
20181211180445,674,197,89,0.0051,0.1426,7,109
20181211180449,291,242,118,0.0041,0.1216,8,154
20181211180450,368,232,106,0.0043,0.1419,5,151
20181211180451,194,208,92,0.0048,0.1829,10,175
20181211180453,328,203,84,0.0049,0.0614,2,113
20181211180454,017,247,114,0.0040,0.0615,2,152
20181211180457,410,239,102,0.0042,0.1145,4,130
20181211180457,922,218,91,0.0046,0.2193,8,166
20181211180501,561,239,97,0.0042,0.0400,0,153
20181211180507,525,265,128,0.0038,0.0507,1,149
20181211180509,082,228,87,0.0044,0.0915,5,145
20181211180510,620,268,135,0.0037,0.0777,4,167
20181211180517,589,231,84,0.0043,0.0943,5,134
20181211180518,221,309,106,0.0032,0.0590,1,164
20181211180524,353,232,83,0.0043,0.0579,2,147
20181211180531,247,251,119,0.0040,0.0663,2,178
20181211180538,463,239,103,0.0042,0.0633,2,136
20181211180539,066,246,111,0.0041,0.0557,1,174
20181211180543,296,231,86,0.0043,0.0556,1,145
20181211180543,585,295,138,0.0034,0.0556,4,191
20181211180543,587,311,151,0.0032,0.0469,0,212
20181211180546,264,234,90,0.0043,0.0431,0,133
20181211180547,994,240,98,0.0042,0.0541,2,136
20181211180554,171,236,94,0.0042,0.0578,1,153
20181211180554,689,229,88,0.0043,0.0930,3,166
20181211180555,286,217,80,0.0046,0.0619,2,162
20181211180607,506,222,85,0.0045,0.0680,5,147
20181211180608,617,255,99,0.0039,0.1739,5,190
20181211180611,416,276,124,0.0036,0.1069,6,210
20181211180616,543,221,84,0.0045,0.0921,2,141
20181211180620,091,293,136,0.0034,0.2423,6,165
20181211180622,147,275,115,0.0036,0.0866,5,182
20181211180623,671,273,124,0.0037,0.1240,7,153
20181211180624,407,261,108,0.0038,0.1537,10,216
20181211180624,554,214,83,0.0047,0.0623,3,147
20181211180635,657,277,104,0.0036,0.1134,6,170
20181211180635,759,271,95,0.0037,0.0841,6,178
20181211180637,811,269,96,0.0037,0.3464,7,182
20181211180642,001,275,104,0.0036,0.1009,4,198
20181211180647,624,272,94,0.0037,0.1150,10,175
20181211180650,552,300,127,0.0033,0.2035,4,218
20181211180652,945,275,86,0.0036,0.2969,1,179
20181211180653,077,340,151,0.0029,0.0475,0,170
20181211180659,859,282,97,0.0035,0.0586,4,193
20181211180700,556,327,135,0.0031,0.0571,1,178
20181211180705,002,316,116,0.0032,0.0608,1,192
20181211180710,229,303,109,0.0033,0.0524,2,188
20181211180710,822,244,78,0.0041,0.1022,16,188
20181211180716,653,275,83,0.0036,0.0800,3,217
20181211180723,506,288,84,0.0035,0.0969,3,189
20181211180726,303,289,98,0.0035,0.0660,3,215
20181211180727,575,315,144,0.0032,0.0683,3,216
20181211180730,907,301,123,0.0033,0.0707,1,180
20181211180732,314,296,91,0.0034,0.1087,4,189
20181211180732,334,287,88,0.0035,0.0562,5,217
20181211180733,864,287,96,0.0035,0.0846,4,217
20181211180737,443,321,135,0.0031,0.0625,2,163
20181211180744,721,285,87,0.0035,0.1106,4,193
20181211180747,543,312,117,0.0032,0.0709,3,174
20181211180751,953,294,95,0.0034,0.0870,3,227
20181211180754,231,284,81,0.0035,0.0456,0,196
20181211180756,889,305,107,0.0033,0.0606,1,176
20181211180803,182,309,140,0.0032,0.7053,5,203
20181211180810,639,272,83,0.0037,0.0646,2,246
20181211180810,643,306,125,0.0033,0.1869,4,209
20181211180814,434,319,135,0.0031,0.0436,0,211
20181211180815,664,302,101,0.0033,0.0990,2,191
20181211180817,648,289,81,0.0035,0.1019,4,200
20181211180823,909,295,82,0.0034,0.0812,2,178
20181211180825,936,301,96,0.0033,0.1315,3,182
20181211180829,127,290,88,0.0034,0.0733,2,213
20181211180830,070,325,117,0.0031,0.0477,0,177
20181211180833,118,284,82,0.0035,0.0899,1,198
20181211180836,528,341,149,0.0029,0.1128,2,192
20181211180843,728,302,84,0.0033,0.0598,1,187
20181211180844,148,328,105,0.0030,0.0453,0,173
20181211180848,285,311,88,0.0032,0.0524,1,197
20181211180849,958,336,127,0.0030,0.0567,3,207
20181211180850,423,344,138,0.0029,0.0598,1,217
20181211180901,169,306,74,0.0033,0.0428,0,192
20181211180906,671,319,98,0.0031,0.0379,0,207
20181211180911,507,323,142,0.0031,0.0540,1,204
20181211180913,829,330,114,0.0030,0.1025,2,197
20181211180915,252,295,77,0.0034,0.1163,3,192
20181211180923,928,296,86,0.0034,0.0916,4,224
20181211180925,246,302,73,0.0033,0.0558,1,179
20181211180926,723,339,137,0.0029,0.1082,1,164
20181211180928,567,301,84,0.0033,0.1766,3,224
20181211180928,713,299,77,0.0033,0.2005,1,203
20181211180929,958,324,124,0.0031,0.0801,2,212
20181211180931,455,316,105,0.0032,0.0805,2,215
20181211180935,948,299,79,0.0033,0.0471,0,195
20181211180942,266,305,85,0.0033,0.0442,0,172
20181211180944,205,309,89,0.0032,0.0486,0,193
20181211180945,336,340,147,0.0029,0.0971,1,190
20181211180955,553,333,119,0.0030,0.0547,1,178
20181211180957,111,322,99,0.0031,0.0634,2,153
20181211181002,077,341,141,0.0029,0.0458,0,196
20181211181004,237,300,79,0.0033,0.0612,1,174
20181211181008,261,334,130,0.0030,0.0375,0,187
20181211181016,603,309,94,0.0032,0.0710,1,182
20181211181017,673,287,80,0.0035,0.0838,3,222
20181211181017,941,314,107,0.0032,0.0529,1,223
20181211181018,823,336,149,0.0030,0.0355,0,188
20181211181025,562,301,87,0.0033,0.0449,0,212
20181211181028,086,295,79,0.0034,0.0648,3,212
20181211181029,233,298,82,0.0033,0.1111,3,197
20181211181034,143,300,85,0.0033,0.0451,0,180
20181211181036,680,311,121,0.0032,0.0558,1,204
20181211181037,635,295,90,0.0034,0.0468,0,207
20181211181037,866,294,93,0.0034,0.0657,1,202
20181211181038,861,309,135,0.0032,0.0539,1,246
20181211181045,368,299,103,0.0033,0.0622,2,217
20181211181047,187,317,128,0.0031,0.0433,0,243
20181211181053,312,325,144,0.0031,0.0487,0,199
20181211181104,120,303,108,0.0033,0.0619,1,202
20181211181105,529,285,81,0.0035,0.0757,2,203
20181211181107,915,291,97,0.0034,0.1515,2,197
20181211181117,072,308,130,0.0032,0.1267,2,209
20181211181120,119,283,91,0.0035,0.0496,0,209
20181211181120,866,299,113,0.0033,0.1544,4,221
20181211181121,245,252,78,0.0040,0.1252,10,177
20181211181126,440,283,85,0.0035,0.0557,2,178
20181211181128,723,283,83,0.0035,0.1824,4,166
20181211181129,391,304,118,0.0033,0.1226,3,185
20181211181130,387,310,134,0.0032,0.0541,3,209
20181211181131,958,281,92,0.0035,0.1676,8,200
20181211181131,975,283,86,0.0035,0.0889,3,192
20181211181133,887,282,88,0.0035,0.0701,2,208
20181211181134,938,288,100,0.0035,0.1632,6,192
20181211181149,709,304,109,0.0033,0.1319,3,175
20181211181154,965,302,132,0.0033,0.5940,8,187
20181211181158,899,291,97,0.0034,0.1758,3,204
20181211181204,067,300,116,0.0033,0.3353,5,195
20181211181204,202,326,148,0.0031,0.0644,3,174
20181211181204,613,277,84,0.0036,0.0609,2,223
20181211181209,226,293,126,0.0034,0.1601,7,200
20181211181211,646,279,97,0.0036,0.1933,3,213
20181211181216,484,268,90,0.0037,0.2394,7,210
20181211181219,266,286,112,0.0035,0.0785,4,203
20181211181219,565,272,105,0.0037,0.1105,7,227
20181211181220,072,279,93,0.0036,0.0837,4,166
20181211181221,048,274,96,0.0036,0.1803,3,185
20181211181221,312,272,101,0.0037,0.0695,3,206
20181211181223,826,274,100,0.0036,0.0711,6,196
20181211181236,591,240,119,0.0042,0.1229,18,189
20181211181236,828,232,106,0.0043,0.3809,21,183
20181211181245,521,238,120,0.0042,0.1869,22,204
20181211181248,235,229,101,0.0044,0.1864,26,179
20181211181249,397,244,109,0.0041,0.3829,18,148
20181211181252,924,249,113,0.0040,0.3803,15,168
20181211181301,745,223,87,0.0045,0.5715,21,149
20181211181307,412,234,89,0.0043,0.1838,24,196
20181211181313,187,246,92,0.0041,0.2016,21,175
20181211181313,293,321,136,0.0031,0.1163,1,166
20181211181314,452,247,85,0.0040,0.1522,15,186
20181211181317,012,239,87,0.0042,0.2357,22,175
20181211181320,105,333,144,0.0030,0.0570,2,175
20181211181321,718,245,82,0.0041,0.2199,20,161
20181211181321,919,313,110,0.0032,0.0591,1,170
20181211181323,001,243,79,0.0041,0.2039,28,152
20181211181323,422,234,78,0.0043,0.6168,25,142
20181211181324,513,255,82,0.0039,0.3891,19,147
20181211181331,590,322,129,0.0031,0.0715,1,186
20181211181331,710,325,118,0.0031,0.0539,1,166
20181211181338,814,308,98,0.0032,0.0412,0,191
20181211181348,830,346,140,0.0029,0.0488,0,146
20181211181353,443,334,150,0.0030,0.0636,1,202
20181211181402,405,318,101,0.0031,0.0568,1,178
20181211181403,309,309,89,0.0032,0.0693,1,189
20181211181404,268,303,79,0.0033,0.0408,0,179
20181211181408,950,327,106,0.0031,0.0345,0,173
20181211181409,808,349,130,0.0029,0.0447,0,162
20181211181411,738,314,91,0.0032,0.0410,0,197
20181211181414,077,303,83,0.0033,0.0735,1,171
20181211181414,340,325,117,0.0031,0.0626,2,186
20181211181420,645,308,84,0.0032,0.0425,0,191
20181211181421,670,315,87,0.0032,0.0429,0,150
20181211181424,050,359,141,0.0028,0.0441,0,152
20181211181425,037,307,80,0.0032,0.0682,1,160
20181211181426,334,308,79,0.0032,0.0763,1,150
20181211181426,624,349,150,0.0029,0.0463,0,179
20181211181432,183,322,93,0.0031,0.0871,1,181
20181211181449,354,329,126,0.0030,0.2722,2,194
20181211181452,091,320,100,0.0031,0.1026,3,164
20181211181455,797,323,106,0.0031,0.0589,2,172
20181211181457,135,326,116,0.0031,0.3165,1,178
20181211181459,795,352,150,0.0028,0.0405,0,185
20181211181500,139,338,138,0.0030,0.2941,2,183
20181211181500,609,312,87,0.0032,0.2691,2,197
20181211181506,863,319,90,0.0031,0.0442,0,188
20181211181508,775,308,77,0.0032,0.0662,2,175
20181211181516,249,305,80,0.0033,0.0478,0,189
20181211181519,853,315,85,0.0032,0.0449,0,146
20181211181520,070,306,84,0.0033,0.0933,3,191
20181211181526,119,310,92,0.0032,0.0478,0,214
20181211181526,864,312,80,0.0032,0.0450,0,168
20181211181528,090,344,128,0.0029,0.0465,0,179
20181211181530,915,307,77,0.0032,0.0957,2,147
20181211181533,426,341,148,0.0029,0.0505,1,159
20181211181535,954,347,139,0.0029,0.0564,1,140
20181211181538,915,336,119,0.0030,0.0741,1,151
20181211181542,380,319,99,0.0031,0.0639,1,188
20181211181542,594,327,106,0.0031,0.0415,0,172
20181211181556,855,303,88,0.0033,0.0443,0,189
20181211181600,125,302,93,0.0033,0.0456,0,202
20181211181608,496,332,123,0.0030,0.0450,0,162
20181211181608,855,324,141,0.0031,0.0520,1,205
20181211181611,139,299,80,0.0033,0.0661,2,144
20181211181614,238,319,130,0.0031,0.1244,4,182
20181211181614,388,297,85,0.0034,0.1087,4,156
20181211181616,845,303,87,0.0033,0.0640,2,168
20181211181616,957,306,98,0.0033,0.0673,1,170
20181211181617,370,297,87,0.0034,0.1381,4,157
20181211181623,221,301,112,0.0033,0.1992,4,179
20181211181625,054,291,85,0.0034,0.0635,3,158
20181211181629,059,298,107,0.0034,0.3532,2,205
20181211181630,198,297,84,0.0034,0.0851,4,131
20181211181631,812,294,101,0.0034,0.2152,5,163
20181211181643,150,327,145,0.0031,0.2302,2,160
20181211181647,698,321,127,0.0031,0.1591,8,159
20181211181650,853,329,136,0.0030,0.0656,3,159
20181211181651,675,288,91,0.0035,0.2488,4,204
20181211181652,084,302,96,0.0033,0.1108,4,153
20181211181706,230,314,116,0.0032,0.0615,2,198
20181211181708,358,296,97,0.0034,0.1769,5,186
20181211181711,163,295,91,0.0034,0.3845,2,170
20181211181711,823,296,87,0.0034,0.0608,1,152
20181211181712,047,287,82,0.0035,0.2232,3,151
20181211181714,043,294,88,0.0034,0.0947,3,192
20181211181714,357,319,110,0.0031,0.0473,0,174
20181211181716,885,333,148,0.0030,0.0436,0,198
20181211181721,058,315,101,0.0032,0.0536,2,146
20181211181724,158,299,84,0.0033,0.0474,0,161
20181211181726,204,328,129,0.0030,0.0748,3,177
20181211181727,484,330,136,0.0030,0.0628,1,171
20181211181730,795,291,82,0.0034,0.0850,3,183
20181211181746,063,314,92,0.0032,0.1156,1,164
20181211181748,196,313,88,0.0032,0.0631,2,156
20181211181749,311,336,116,0.0030,0.0831,1,129
20181211181751,113,347,145,0.0029,0.0583,1,203
20181211181801,585,317,93,0.0031,0.0759,3,175
20181211181802,238,312,104,0.0032,0.1394,3,189
20181211181804,140,332,136,0.0030,0.3182,2,181
20181211181805,177,344,128,0.0029,0.0582,1,172
20181211181809,193,313,86,0.0032,0.1707,2,170
20181211181812,915,318,96,0.0031,0.0930,1,153
20181211181814,416,294,79,0.0034,0.0565,3,210
20181211181815,387,310,81,0.0032,0.0414,0,184
20181211181816,483,304,77,0.0033,0.1098,2,169
20181211181824,172,340,151,0.0029,0.0410,0,174
20181211181828,152,297,78,0.0034,0.1326,3,209
20181211181831,606,334,118,0.0030,0.0437,0,154
20181211181835,469,303,77,0.0033,0.0671,2,183
20181211181839,930,340,139,0.0029,0.0424,0,188
20181211181840,762,307,91,0.0033,0.1750,4,177
20181211181843,303,310,90,0.0032,0.0534,1,200
20181211181843,864,340,129,0.0029,0.0664,1,163
20181211181847,444,334,110,0.0030,0.0540,1,147
20181211181854,686,320,94,0.0031,0.0601,1,151
20181211181856,678,349,153,0.0029,0.0679,2,211
20181211181903,777,321,98,0.0031,0.0498,0,192
20181211181909,176,313,83,0.0032,0.0423,0,187
20181211181913,622,340,118,0.0029,0.0832,3,186
20181211181915,008,363,142,0.0028,0.0461,0,151
20181211181916,387,318,81,0.0031,0.0478,0,152
20181211181916,734,307,80,0.0033,0.0616,2,184
20181211181921,600,353,132,0.0028,0.1064,1,163
20181211181923,573,311,74,0.0032,0.1348,2,137
20181211181929,263,359,153,0.0028,0.1086,2,175
20181211181930,083,315,80,0.0032,0.0671,1,160
20181211181933,294,330,109,0.0030,0.0607,1,193
20181211181935,605,325,91,0.0031,0.0411,0,182
20181211181940,219,309,77,0.0032,0.1036,4,169
20181211181940,536,307,87,0.0033,0.0544,3,210
20181211181947,740,323,94,0.0031,0.0423,0,179
20181211181951,531,338,136,0.0030,0.1692,1,183
20181211181953,335,322,100,0.0031,0.1032,3,173
20181211181956,293,331,117,0.0030,0.1519,1,156
20181211181959,685,343,131,0.0029,0.1008,1,195
20181211182001,363,364,155,0.0027,0.0418,0,165
20181211182007,644,317,85,0.0031,0.1113,1,180
20181211182015,518,306,84,0.0033,0.0475,0,173
20181211182017,682,304,82,0.0033,0.0601,1,131
20181211182020,458,312,106,0.0032,0.0644,1,187
20181211182027,417,294,78,0.0034,0.0773,2,203
20181211182029,162,329,132,0.0030,0.0466,0,162
20181211182030,355,309,91,0.0032,0.0506,1,166
20181211182033,126,288,79,0.0035,0.1161,1,200
20181211182035,418,311,91,0.0032,0.0642,1,148
20181211182037,822,324,137,0.0031,0.1198,1,177
20181211182039,822,308,96,0.0032,0.0501,1,165
20181211182040,927,312,111,0.0032,0.0506,2,161
20181211182041,366,309,119,0.0032,0.0500,1,214
20181211182044,818,287,77,0.0035,0.0742,4,163
20181211182044,842,295,97,0.0034,0.0607,2,192
20181211182105,176,290,87,0.0034,0.1233,5,164
20181211182106,751,326,133,0.0031,0.0628,2,186
20181211182108,651,309,103,0.0032,0.1142,3,151
20181211182112,336,293,87,0.0034,0.0985,3,187
20181211182114,906,313,134,0.0032,0.1150,9,187
20181211182117,472,289,83,0.0035,0.0688,5,168
20181211182123,720,301,119,0.0033,0.0960,4,213
20181211182123,745,289,93,0.0035,0.1963,4,183
20181211182125,237,315,114,0.0032,0.0490,0,155
20181211182127,330,291,83,0.0034,0.0837,2,147
20181211182128,129,296,95,0.0034,0.0709,3,180
20181211182129,348,290,101,0.0034,0.1224,4,196
20181211182129,683,284,88,0.0035,0.0550,3,182
20181211182130,642,290,109,0.0034,0.1242,5,179
20181211182137,997,271,94,0.0037,0.1135,3,171
20181211182149,796,245,116,0.0041,0.2093,18,152
20181211182155,235,245,106,0.0041,0.1161,18,144
20181211182156,528,233,120,0.0043,0.3992,24,181
20181211182159,169,231,91,0.0043,0.2325,26,158
20181211182207,509,233,90,0.0043,0.1272,21,146
20181211182207,866,238,112,0.0042,0.1659,25,160
20181211182210,913,246,108,0.0040,0.2097,24,123
20181211182213,525,223,88,0.0045,0.1438,26,174
20181211182217,816,225,92,0.0044,0.1898,29,170
20181211182223,515,239,94,0.0042,0.6275,30,154
20181211182225,028,228,89,0.0044,0.2916,20,186
20181211182225,705,227,86,0.0044,0.1581,31,168
20181211182226,470,301,136,0.0033,0.0707,2,195
20181211182228,586,234,81,0.0043,0.1471,22,140
20181211182230,039,233,82,0.0043,0.1942,25,152
20181211182230,806,325,145,0.0031,0.0633,3,126
20181211182239,695,253,80,0.0040,0.1126,17,153
20181211182240,219,298,111,0.0033,0.0712,2,169
20181211182246,603,320,128,0.0031,0.0597,1,170
20181211182252,471,289,93,0.0035,0.1363,3,169
20181211182253,250,311,118,0.0032,0.1733,3,179
20181211182303,562,293,89,0.0034,0.1598,2,150
20181211182304,336,312,131,0.0032,0.1549,2,149
20181211182304,879,332,146,0.0030,0.0557,1,169
20181211182310,102,302,95,0.0033,0.0492,0,158
20181211182311,167,304,104,0.0033,0.1010,4,161
20181211182311,183,286,86,0.0035,0.1338,3,167
20181211182315,452,304,99,0.0033,0.0795,4,135
20181211182320,105,303,91,0.0033,0.0799,1,137
20181211182325,619,331,128,0.0030,0.0491,0,145
20181211182326,390,305,108,0.0033,0.0544,1,165
20181211182330,274,291,80,0.0034,0.0573,2,164
20181211182330,343,294,82,0.0034,0.0650,2,142
20181211182334,531,321,121,0.0031,0.0459,0,184
20181211182339,020,324,146,0.0031,0.0826,2,159
20181211182340,238,286,82,0.0035,0.0502,1,156
20181211182340,890,319,136,0.0031,0.0594,1,154
20181211182346,757,292,92,0.0034,0.0525,1,177
20181211182359,054,298,104,0.0033,0.0536,1,149
20181211182359,827,286,88,0.0035,0.1146,3,147
20181211182402,008,291,96,0.0034,0.0781,2,152
20181211182404,044,308,130,0.0032,0.0599,1,174
20181211182406,421,309,98,0.0032,0.0503,1,114
20181211182408,811,284,86,0.0035,0.0570,1,189
20181211182413,482,283,106,0.0035,0.9112,4,176
20181211182414,446,313,141,0.0032,0.1095,2,142
20181211182414,675,301,91,0.0033,0.0412,0,151
20181211182416,719,311,118,0.0032,0.0393,0,179
20181211182417,645,320,135,0.0031,0.0505,1,141
